file_path,page_url,canonical_url,meta_robots,h1,title,meta_description,in_sitemap,sitemap_url,has_visible_updated_date,has_json_ld,schema_types,detected_page_type,target_status_suggestion,notes
logistyka-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-promyslovyh-vidhodiv.html,"noindex, follow",Логістика промислових відходів: вивезення і маршрути,Логістика промислових відходів | YOURECO,"Логістика промислових відходів: як організувати збір, вивезення, маршрути передачі та документи для підприємства.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
logistyka-shyn.html,https://guide.youreco.com.ua/logistyka-shyn.html,https://guide.youreco.com.ua/logistyka-shyn.html,"noindex, follow",Логістика шин і порядок передання,Логістика шин і порядок передання — Довідник YOURECO,"Практичний гайд для бізнесу про «логістику шин і вивіз»: класифікація шин/гуми, зберігання, підготовка до вивезення, маршрути переробки та документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
logistyka-skla.html,https://guide.youreco.com.ua/logistyka-skla.html,https://guide.youreco.com.ua/logistyka-skla.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Логістика скла,Логістика скла — Довідник YOURECO,"Довідка для підприємств про «логістику скла»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",YES,https://guide.youreco.com.ua/logistyka-skla.html,NO,YES,Article,article,review_index,missing updated date
logistyka.html,https://guide.youreco.com.ua/logistyka.html,https://guide.youreco.com.ua/logistyka.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Логістика відходів для підприємств,Логістика відходів для підприємств — Довідник YOURECO,"Як організувати збір, перевезення та приймання партій відходів на підприємстві: підготовка, маршрути й документи.",NO,,NO,YES,CollectionPage,hub,review_index,index but not in sitemap; missing updated date
nebezpeka-vidpracovanogo-masla.html,https://guide.youreco.com.ua/nebezpeka-vidpracovanogo-masla.html,https://guide.youreco.com.ua/nebezpeka-vidpracovanogo-masla.html,"noindex, follow",Небезпека відпрацьованої оливи,Небезпека відпрацьованої оливи — Довідник YOURECO,"Небезпека відпрацьованої оливи: основні ризики для підприємства, вимоги безпечного поводження та чому важлива легальна утилізація.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
oblik-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/oblik-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/oblik-promyslovyh-vidhodiv.html,"noindex, follow",Облік промислових відходів,Облік промислових відходів — Довідник YOURECO,"Довідка для підприємств про «облік промислових відходів»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
optymizaciya-vidhodiv-na-vyrobnyctvi.html,https://guide.youreco.com.ua/optymizaciya-vidhodiv-na-vyrobnyctvi.html,https://guide.youreco.com.ua/optymizaciya-vidhodiv-na-vyrobnyctvi.html,"noindex, follow",Оптимізація відходів на виробництві,Оптимізація відходів на виробництві — Довідник YOURECO,"Оптимізація відходів на виробництві: підготовка партій, зберігання, логістика, документи та типові помилки підприємств.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka/index.html,https://guide.youreco.com.ua/pererobka.html,https://guide.youreco.com.ua/pererobka.html,"noindex, follow",Матеріали про переробку відходів,Матеріали про переробку відходів — Довідник YOURECO,"Навігація за матеріалами про переробку відходів: підготовка сировини, типи матеріалів, документи й передання партій.",NO,,NO,YES,CollectionPage,hub,keep_noindex,missing updated date
pererobka-alyuminiyevogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-alyuminiyevogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-alyuminiyevogo-kabelyu.html,"noindex, follow",Як передають на переробку алюмінієвий кабель,Як передають на переробку алюмінієвий кабель — Довідник YOURECO,"Переробка алюмінієвого кабелю: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-avtomobilnyh-shyn.html,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,"index, follow",Як передають на переробку автомобільні шини,Як передають на переробку автомобільні шини — Довідник YOURECO,"Переробка автомобільних шин: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",YES,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,NO,YES,Article,article,review_index,missing updated date
pererobka-betonu.html,https://guide.youreco.com.ua/pererobka-betonu.html,https://guide.youreco.com.ua/pererobka-betonu.html,"noindex, follow",Як передають на переробку бетон,Як передають на переробку бетон — Довідник YOURECO,"Переробка бетону: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-cegly.html,https://guide.youreco.com.ua/pererobka-cegly.html,https://guide.youreco.com.ua/pererobka-cegly.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Як передають на переробку цеглу,Як передають на переробку цеглу — Довідник YOURECO,"Переробка цегли: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",YES,https://guide.youreco.com.ua/pererobka-cegly.html,NO,YES,Article,article,review_index,missing updated date
pererobka-gumovyh-vyrobiv.html,https://guide.youreco.com.ua/pererobka-gumovyh-vyrobiv.html,https://guide.youreco.com.ua/pererobka-gumovyh-vyrobiv.html,"noindex, follow",Як передають на переробку гумові вироби,Як передають на переробку гумові вироби — Довідник YOURECO,"Практичний гайд для бізнесу про «переробку гумових виробів»: класифікація шин/гуми, зберігання, підготовка до вивезення, маршрути переробки та документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-izolyaciyi-kabelyu.html,https://guide.youreco.com.ua/pererobka-izolyaciyi-kabelyu.html,https://guide.youreco.com.ua/pererobka-izolyaciyi-kabelyu.html,"noindex, follow",Як передають на переробку ізоляцію кабелю,Як передають на переробку ізоляцію кабелю — Довідник YOURECO,"Переробка ізоляції кабелю: що належить до кабельних відходів, як зберігати, передавати, оформлювати документи й логістику.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-kartonu.html,https://guide.youreco.com.ua/pererobka-kartonu.html,https://guide.youreco.com.ua/pererobka-kartonu.html,"noindex, follow",Як передають на переробку картон,Як передають на переробку картон — Довідник YOURECO,"Довідка для підприємств про «переробку картону»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-makulatury.html,https://guide.youreco.com.ua/pererobka-makulatury.html,https://guide.youreco.com.ua/pererobka-makulatury.html,"noindex, follow",Як передають на переробку макулатуру,Як передають на переробку макулатуру — Довідник YOURECO,"Довідка для підприємств про «переробку макулатури»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-metalu.html,https://guide.youreco.com.ua/pererobka-metalu.html,https://guide.youreco.com.ua/pererobka-metalu.html,"noindex, follow",Як передають на переробку метал,Як передають на переробку метал — Довідник YOURECO,"Довідка для підприємств про «переробку металу»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-midnogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-midnogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-midnogo-kabelyu.html,"noindex, follow",Як передають на переробку мідний кабель,Як передають на переробку мідний кабель — Довідник YOURECO,"Переробка мідного кабелю: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-pet.html,https://guide.youreco.com.ua/pererobka-pet.html,https://guide.youreco.com.ua/pererobka-pet.html,"noindex, follow",Як передають PET на переробку,Як передають PET на переробку — Довідник YOURECO,"Переробка PET (поліетилентерефталату): якість сировини, підготовка, типові вимоги до збору та документи для підприємств.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-plastykovoyi-upakovky.html,https://guide.youreco.com.ua/pererobka-plastykovoyi-upakovky.html,https://guide.youreco.com.ua/pererobka-plastykovoyi-upakovky.html,"noindex, follow",Як передають на переробку пластикову упаковку,Як передають на переробку пластикову упаковку — Довідник YOURECO,"Переробка пластикової упаковки: що приймають, як організувати збір, вивезення та які документи потрібні підприємствам.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-polietylenu.html,https://guide.youreco.com.ua/pererobka-polietylenu.html,https://guide.youreco.com.ua/pererobka-polietylenu.html,"noindex, follow",Як передають на переробку поліетилен,Як передають на переробку поліетилен — Довідник YOURECO,"Переробка поліетилену: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-polipropylenu.html,https://guide.youreco.com.ua/pererobka-polipropylenu.html,https://guide.youreco.com.ua/pererobka-polipropylenu.html,"noindex, follow",Як передають на переробку поліпропілен,Як передають на переробку поліпропілен — Довідник YOURECO,"Переробка поліпропілену: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-polistyrolu.html,https://guide.youreco.com.ua/pererobka-polistyrolu.html,https://guide.youreco.com.ua/pererobka-polistyrolu.html,"noindex, follow",Як передають на переробку полістирол,Як передають на переробку полістирол — Довідник YOURECO,"Переробка полістиролу (PS): які види приймають, що робити з пінопластом, підготовка партій та документи для бізнесу.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-shyn.html,https://guide.youreco.com.ua/pererobka-shyn.html,https://guide.youreco.com.ua/pererobka-shyn.html,"noindex, follow",Як передають шини на переробку,Як передають шини на переробку — Довідник YOURECO,"Практичний гайд для бізнесу про «переробку шин»: класифікація шин/гуми, зберігання, підготовка до вивезення, маршрути переробки та документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka-skla.html,https://guide.youreco.com.ua/pererobka-skla.html,https://guide.youreco.com.ua/pererobka-skla.html,"index, follow",Як передають скло на переробку,Як передають скло на переробку — Довідник YOURECO,"Довідка для підприємств про «переробку скла»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",YES,https://guide.youreco.com.ua/pererobka-skla.html,NO,YES,Article,article,review_index,missing updated date
pererobka-vidpracovanyh-masel.html,https://guide.youreco.com.ua/pererobka-vidpracovanyh-masel.html,https://guide.youreco.com.ua/pererobka-vidpracovanyh-masel.html,"noindex, follow",Як передають відпрацьовані оливи на переробку або регенерацію,Переробка відпрацьованих олив | YOURECO,"Переробка і регенерація відпрацьованих олив: безпечне зберігання, збір, передача, логістика та документи для підприємств.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pererobka.html,https://guide.youreco.com.ua/pererobka.html,https://guide.youreco.com.ua/pererobka.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Порядок передання відходів на переробку,Порядок передання відходів на переробку — Довідник YOURECO,"Що підприємству знати про передання відходів на переробку: підготовка партій, вимоги до сировини й підтвердження.",NO,,NO,YES,CollectionPage,hub,review_index,index but not in sitemap; missing updated date
plastyk-yak-vtorynna-syrovyna.html,https://guide.youreco.com.ua/plastyk-yak-vtorynna-syrovyna.html,https://guide.youreco.com.ua/plastyk-yak-vtorynna-syrovyna.html,"noindex, follow",Пластик як вторинна сировина,Пластик як вторинна сировина — Довідник YOURECO,"Гайд для підприємств про «пластик як вторинна сировина»: види полімерів, сортування, зберігання, підготовка до переробки, логістика та підтверджуючі документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
plastykovi-vidhody.html,https://guide.youreco.com.ua/plastykovi-vidhody.html,https://guide.youreco.com.ua/plastykovi-vidhody.html,"noindex, follow",Пластикові відходи,Пластикові відходи — Довідник YOURECO,"Гайд для підприємств про «пластикові відходи»: види полімерів, сортування, зберігання, підготовка до переробки, логістика та підтверджуючі документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
podribnennya-shyn-gumova-kryshka.html,https://guide.youreco.com.ua/podribnennya-shyn-gumova-kryshka.html,https://guide.youreco.com.ua/podribnennya-shyn-gumova-kryshka.html,"noindex, follow",Подрібнення шин та гумова крихта,Подрібнення шин та гумова крихта — Довідник YOURECO,"Подрібнення шин: як отримують гумову крихту, де вона використовується, і що важливо знати підприємству при передачі шин.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
povernennya-tovariv-z-merezhi.html,https://guide.youreco.com.ua/povernennya-tovariv-z-merezhi.html,https://guide.youreco.com.ua/povernennya-tovariv-z-merezhi.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Повернення товарів з мережі: коли партія переходить на утилізацію,Повернення товарів з мережі | YOURECO,"Повернення товарів з мережі охоплює логістику зворотного руху продукції з магазинів, дистриб'юторських точок або партнерських майданчиків до складу чи центру прийняття рішень.",YES,https://guide.youreco.com.ua/povernennya-tovariv-z-merezhi.html,NO,YES,Article,article,review_index,missing updated date
promyslovi-vidhody-na-pidpryyemstvi.html,https://guide.youreco.com.ua/promyslovi-vidhody-na-pidpryyemstvi.html,https://guide.youreco.com.ua/promyslovi-vidhody-na-pidpryyemstvi.html,"noindex, follow",Промислові відходи на підприємстві: облік і правила,Промислові відходи на підприємстві | YOURECO,"Промислові відходи на підприємстві: облік, правила зберігання, збір, вивезення та документи для передачі.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
promyslovi-vidhody.html,https://guide.youreco.com.ua/promyslovi-vidhody.html,https://guide.youreco.com.ua/promyslovi-vidhody.html,"noindex, follow",Промислові відходи,Промислові відходи — Довідник YOURECO,"Промислові відходи: види, приклади, вимоги до збирання й зберігання, вивезення, утилізація, переробка та документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
pryjom-kabelyu-na-utylizaciyu.html,https://guide.youreco.com.ua/pryjom-kabelyu-na-utylizaciyu.html,https://guide.youreco.com.ua/pryjom-kabelyu-na-utylizaciyu.html,"noindex, follow",Приймання кабелю на утилізацію,Приймання кабелю на утилізацію — Довідник YOURECO,"Приймання кабелю на утилізацію: які види кабелю приймають, як підготувати партію та які документи потрібні для підприємств.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/404.html,https://guide.youreco.com.ua/404.html,https://guide.youreco.com.ua/404.html,"noindex, follow",Сторінку не знайдено,Сторінку не знайдено | YOURECO Довідник,"Сторінку не знайдено. Перейдіть на головну сторінку YOURECO Довідника або оберіть основний розділ про утилізацію, переробку, сортування, логістику чи документи.",NO,,NO,NO,,error,keep_noindex,missing updated date
public/akt-pryimannya-peredachi.html,https://guide.youreco.com.ua/akt-pryimannya-peredachi.html,https://guide.youreco.com.ua/akt-pryimannya-peredachi.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Акт приймання-передачі відходів: що це за документ і коли він потрібен,Акт приймання-передачі відходів | YOURECO,"Акт приймання-передачі відходів: що містить документ, у яких випадках його оформлюють і які реквізити варто перевірити перед передачею партії.",YES,https://guide.youreco.com.ua/akt-pryimannya-peredachi.html,NO,YES,Article,article,review_index,missing updated date
public/akt-utylizaciyi.html,https://guide.youreco.com.ua/akt-utylizaciyi.html,https://guide.youreco.com.ua/akt-utylizaciyi.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Акт утилізації відходів: що підтверджує цей документ,Акт утилізації відходів | YOURECO,"Акт утилізації відходів: що підтверджує документ, коли його оформлюють і як він фіксує завершення утилізації, переробки чи знищення.",YES,https://guide.youreco.com.ua/akt-utylizaciyi.html,NO,YES,Article,article,review_index,missing updated date
public/chy-potribno-pererobyty-chy-utylizuvaty.html,https://guide.youreco.com.ua/chy-potribno-pererobyty-chy-utylizuvaty.html,https://guide.youreco.com.ua/chy-potribno-pererobyty-chy-utylizuvaty.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Чи потрібно переробити чи утилізувати продукцію,Переробка чи утилізація продукції | YOURECO,"Як визначити, чи продукцію потрібно переробити або утилізувати: критерії вибору, сценарії передачі, документи та маршрут поводження з відходами.",YES,https://guide.youreco.com.ua/chy-potribno-pererobyty-chy-utylizuvaty.html,NO,YES,Article,article,review_index,missing updated date
public/dokumenty-dlya-utylizaciyi-vidhodiv.html,https://guide.youreco.com.ua/dokumenty-dlya-utylizaciyi-vidhodiv.html,https://guide.youreco.com.ua/dokumenty-dlya-utylizaciyi-vidhodiv.html,"noindex, follow",Документи для утилізації відходів,Документи для утилізації відходів — Довідник YOURECO,"Довідка для підприємств про «документи для утилізації відходів»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/dokumenty.html,https://guide.youreco.com.ua/dokumenty.html,https://guide.youreco.com.ua/dokumenty.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Документи для утилізації відходів,Документи для утилізації відходів — Довідник YOURECO,"Які акти, реєстри та підтвердження потрібні підприємству для передачі, утилізації або переробки відходів.",YES,https://guide.youreco.com.ua/dokumenty.html,NO,YES,CollectionPage,hub,review_index,missing updated date
public/fotozvit-utylizaciyi.html,https://guide.youreco.com.ua/fotozvit-utylizaciyi.html,https://guide.youreco.com.ua/fotozvit-utylizaciyi.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Фотозвіт утилізації: коли використовується і що підтверджує,Фотозвіт утилізації | YOURECO,"Фотозвіт утилізації: коли його додають до акта, що він підтверджує і як допомагає зафіксувати оброблення або знищення партії.",YES,https://guide.youreco.com.ua/fotozvit-utylizaciyi.html,NO,YES,Article,article,review_index,missing updated date
public/index.html,https://guide.youreco.com.ua,https://guide.youreco.com.ua,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Довідник YOURECO про поводження з відходами для підприємств,Довідник YOURECO про відходи для підприємств,"Довідник YOURECO про відходи для підприємств України: утилізація, переробка, сортування, логістика, документи та типові ризики.",YES,https://guide.youreco.com.ua,NO,YES,Answer; CollectionPage; FAQPage; Question,hub,review_index,missing updated date
public/kabelni-vidhody.html,https://guide.youreco.com.ua/kabelni-vidhody.html,https://guide.youreco.com.ua/kabelni-vidhody.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Кабельні відходи: класифікація та зберігання,Кабельні відходи: класифікація та зберігання — Довідник YOURECO,"Кабельні відходи: класифікація, зберігання, підготовка до передачі, організація вивезення та документи для підприємств.",YES,https://guide.youreco.com.ua/kabelni-vidhody.html,NO,YES,Article,article,review_index,missing updated date
public/kontakty.html,https://guide.youreco.com.ua/kontakty.html,https://guide.youreco.com.ua/kontakty.html,"noindex, follow",Контакти довідник YOURECO,Контакти — Довідник YOURECO,"Контакти YOURECO: телефони, email, месенджери, адреса офісу та виробничі майданчики. Коротка довідка про компанію та реквізити.",NO,,NO,YES,Article,contact,keep_noindex,missing updated date
public/kudy-zdaty.html,https://guide.youreco.com.ua/kudy-zdaty.html,https://guide.youreco.com.ua/kudy-zdaty.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Куди здати,Куди здати — Довідник YOURECO,"Практичний розділ: куди і як здати конкретні види відходів, що підготувати та які є вимоги.",YES,https://guide.youreco.com.ua/kudy-zdaty.html,NO,YES,CollectionPage,hub,review_index,missing updated date
public/likvidaciya-skladskykh-zalyshkiv.html,https://guide.youreco.com.ua/likvidaciya-skladskykh-zalyshkiv.html,https://guide.youreco.com.ua/likvidaciya-skladskykh-zalyshkiv.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Ліквідація складських залишків: як готують партію на передачу,Ліквідація складських залишків | YOURECO,"Ліквідація складських залишків стосується товарів, матеріалів або продукції, що накопичилися на складі та більше не мають операційної цінності для підприємства.",YES,https://guide.youreco.com.ua/likvidaciya-skladskykh-zalyshkiv.html,NO,YES,Article,article,review_index,missing updated date
public/logistyka/index.html,https://guide.youreco.com.ua/logistyka.html,https://guide.youreco.com.ua/logistyka.html,"noindex, follow",Матеріали про логістику відходів,Матеріали про логістику відходів — Довідник YOURECO,"Навігація за матеріалами про логістику відходів: збір, перевезення, маршрути, приймання партій і підготовку документів.",NO,,NO,YES,CollectionPage,hub,keep_noindex,missing updated date
public/logistyka-budivelnyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-budivelnyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-budivelnyh-vidhodiv.html,"noindex, follow",Логістика будівельних відходів,Логістика будівельних відходів — Довідник YOURECO,"Довідка для підприємств про «логістику будівельних відходів»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-kabelyu.html,https://guide.youreco.com.ua/logistyka-kabelyu.html,https://guide.youreco.com.ua/logistyka-kabelyu.html,"noindex, follow",Логістика кабелю,Логістика кабелю — Довідник YOURECO,"Гайд для бізнесу про «логістику кабелю»: що відноситься до кабельних відходів, як зберігати та передавати, як оформити документи і організувати логістику.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-metalu.html,https://guide.youreco.com.ua/logistyka-metalu.html,https://guide.youreco.com.ua/logistyka-metalu.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Логістика металу,Логістика металу — Довідник YOURECO,"Довідка для підприємств про «логістику металу»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",YES,https://guide.youreco.com.ua/logistyka-metalu.html,NO,YES,Article,article,review_index,missing updated date
public/logistyka-paperu-ta-kartonu.html,https://guide.youreco.com.ua/logistyka-paperu-ta-kartonu.html,https://guide.youreco.com.ua/logistyka-paperu-ta-kartonu.html,"noindex, follow",Логістика паперу та картону,Логістика паперу та картону — Довідник YOURECO,"Довідка для підприємств про «логістику паперу та картону»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-plastyku.html,https://guide.youreco.com.ua/logistyka-plastyku.html,https://guide.youreco.com.ua/logistyka-plastyku.html,"noindex, follow",Логістика пластику,Логістика пластику — Довідник YOURECO,"Гайд для підприємств про «логістику пластику»: види полімерів, сортування, зберігання, підготовка до переробки, логістика та підтверджуючі документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/logistyka-promyslovyh-vidhodiv.html,"noindex, follow",Логістика промислових відходів: вивезення і маршрути,Логістика промислових відходів | YOURECO,"Логістика промислових відходів: як організувати збір, вивезення, маршрути передачі та документи для підприємства.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-shyn.html,https://guide.youreco.com.ua/logistyka-shyn.html,https://guide.youreco.com.ua/logistyka-shyn.html,"noindex, follow",Логістика шин і порядок передання,Логістика шин і порядок передання — Довідник YOURECO,"Практичний гайд для бізнесу про «логістику шин і вивіз»: класифікація шин/гуми, зберігання, підготовка до вивезення, маршрути переробки та документи.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/logistyka-skla.html,https://guide.youreco.com.ua/logistyka-skla.html,https://guide.youreco.com.ua/logistyka-skla.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Логістика скла,Логістика скла — Довідник YOURECO,"Довідка для підприємств про «логістику скла»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",YES,https://guide.youreco.com.ua/logistyka-skla.html,NO,YES,Article,article,review_index,missing updated date
public/logistyka.html,https://guide.youreco.com.ua/logistyka.html,https://guide.youreco.com.ua/logistyka.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Логістика відходів для підприємств,Логістика відходів для підприємств — Довідник YOURECO,"Як організувати збір, перевезення та приймання партій відходів на підприємстві: підготовка, маршрути й документи.",NO,,NO,YES,CollectionPage,hub,review_index,index but not in sitemap; missing updated date
public/nebezpeka-vidpracovanogo-masla.html,https://guide.youreco.com.ua/nebezpeka-vidpracovanogo-masla.html,https://guide.youreco.com.ua/nebezpeka-vidpracovanogo-masla.html,"noindex, follow",Небезпека відпрацьованої оливи,Небезпека відпрацьованої оливи — Довідник YOURECO,"Небезпека відпрацьованої оливи: основні ризики для підприємства, вимоги безпечного поводження та чому важлива легальна утилізація.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/oblik-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/oblik-promyslovyh-vidhodiv.html,https://guide.youreco.com.ua/oblik-promyslovyh-vidhodiv.html,"noindex, follow",Облік промислових відходів,Облік промислових відходів — Довідник YOURECO,"Довідка для підприємств про «облік промислових відходів»: що включає, як підготувати партію, правила зберігання, логістика, документи та типові помилки.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/optymizaciya-vidhodiv-na-vyrobnyctvi.html,https://guide.youreco.com.ua/optymizaciya-vidhodiv-na-vyrobnyctvi.html,https://guide.youreco.com.ua/optymizaciya-vidhodiv-na-vyrobnyctvi.html,"noindex, follow",Оптимізація відходів на виробництві,Оптимізація відходів на виробництві — Довідник YOURECO,"Оптимізація відходів на виробництві: підготовка партій, зберігання, логістика, документи та типові помилки підприємств.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/pererobka/index.html,https://guide.youreco.com.ua/pererobka.html,https://guide.youreco.com.ua/pererobka.html,"noindex, follow",Матеріали про переробку відходів,Матеріали про переробку відходів — Довідник YOURECO,"Навігація за матеріалами про переробку відходів: підготовка сировини, типи матеріалів, документи й передання партій.",NO,,NO,YES,CollectionPage,hub,keep_noindex,missing updated date
public/pererobka-alyuminiyevogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-alyuminiyevogo-kabelyu.html,https://guide.youreco.com.ua/pererobka-alyuminiyevogo-kabelyu.html,"noindex, follow",Як передають на переробку алюмінієвий кабель,Як передають на переробку алюмінієвий кабель — Довідник YOURECO,"Переробка алюмінієвого кабелю: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/pererobka-avtomobilnyh-shyn.html,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,"index, follow",Як передають на переробку автомобільні шини,Як передають на переробку автомобільні шини — Довідник YOURECO,"Переробка автомобільних шин: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",YES,https://guide.youreco.com.ua/pererobka-avtomobilnyh-shyn.html,NO,YES,Article,article,review_index,missing updated date
public/pererobka-betonu.html,https://guide.youreco.com.ua/pererobka-betonu.html,https://guide.youreco.com.ua/pererobka-betonu.html,"noindex, follow",Як передають на переробку бетон,Як передають на переробку бетон — Довідник YOURECO,"Переробка бетону: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",NO,,NO,YES,Article,article,keep_noindex,missing updated date
public/pererobka-cegly.html,https://guide.youreco.com.ua/pererobka-cegly.html,https://guide.youreco.com.ua/pererobka-cegly.html,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Як передають на переробку цеглу,Як передають на переробку цеглу — Довідник YOURECO,"Переробка цегли: що приймають, як організувати збір/вивезення та які документи потрібні для підприємств. Поради та перелінковка довідника YOURECO.",YES,https://guide.youreco.com.ua/pererobka-cegly.html,NO,YES,Article,article,review_index,missing updated date
